date,close,change
2003-04-08,13.1613,1.873166503
2003-04-09,12.7742,8.374409312
2003-04-10,12.2032,1.041614917
2003-04-11,12.2903,-3.053465222
2003-04-14,12.7935,0.378966199
2003-04-15,13.0645,1.656603069
2003-04-16,13.4516,-0.358518519
2003-04-17,13.4516,2.205709162
2003-04-18,13.4516,5.30287611
2003-04-21,13.4516,10.23010358
2003-04-22,13.5,9.842721496
2003-04-23,13.6452,6.657286904
2003-04-24,13.5581,3.778177504
2003-04-25,13.2581,-1.438490588
2003-04-28,13.6548,1.510600969
2003-04-29,13.8387,2.877724583
2003-04-30,14.129,5.035832169
2003-05-01,14.129,4.659259259
2003-05-02,13.6645,0.141441679
2003-05-05,14.0226,3.425996268
2003-05-06,14.1194,6.496405971
2003-05-07,14.0129,2.622521018
2003-05-08,13.3548,-3.496715732
2003-05-09,13.4516,-4.794394508
2003-05-12,13.3742,-5.342203978
2003-05-13,13.3645,-2.195470014
2003-05-14,13.1806,-6.004592586
2003-05-15,13.3548,-5.415244274
2003-05-16,14.129,0.82852229
2003-05-19,13.4516,0.724833019
2003-05-20,13.4516,0
2003-05-21,14.2258,6.367483663
2003-05-22,14.9032,11.51333757
2003-05-23,15.1936,15.27244587
2003-05-26,14.8064,10.8695001
2003-05-27,14.9516,5.822068087
2003-05-28,15.3,13.7411163
2003-05-29,15.1936,12.95013233
2003-05-30,15.0968,6.122678514
2003-06-02,15.4161,3.441542756
2003-06-03,15.3387,0.955007372
2003-06-04,15.4548,4.379187378
2003-06-05,15.4065,3.042483748
2003-06-06,16.2097,5.945751634
2003-06-09,15.6677,3.120392797
2003-06-10,15.6871,3.910100154
2003-06-11,15.8613,2.887889933
2003-06-12,15.7452,2.650159401
2003-06-13,15.871,2.693014468
2003-06-16,16.7129,8.479537857
2003-06-17,16.4613,1.552157042
2003-06-18,16.064501,2.532605296
2003-06-19,15.6581,-0.184865271
2003-06-20,16.161301,1.891402344
2003-06-23,15.5807,-1.044762848
2003-06-24,15.2903,-3.658874677
2003-06-25,15.6968,-6.079734816
2003-06-26,15.6097,-5.173345969
2003-06-27,15.7355,-2.048000122
2003-06-30,15.3387,-2.039838805
2003-07-01,14.7581,-8.682475501
2003-07-02,15.2903,-1.863844372
2003-07-03,15.4742,1.202723295
2003-07-04,15.4355,-1.664670506
2003-07-07,15.9677,2.293445742
2003-07-08,15.8806,0.922118776
2003-07-09,15.6387,1.955837196
2003-07-10,15.2226,3.147424126
2003-07-11,15.2419,-0.316540552
2003-07-14,15.6581,1.188429773
2003-07-15,15.6677,1.504324447
2003-07-16,15.4161,-3.454473719
2003-07-17,15.3677,-3.229726837
2003-07-18,15.1936,-2.846144501
2003-07-21,15.0484,-1.144351162
2003-07-22,15.1839,-0.380529986
2003-07-23,15.029,-4.017728843
2003-07-24,15.4839,-1.173114114
2003-07-25,15.3871,-0.188115023
2003-07-28,15.7452,2.456450868
2003-07-29,15.6097,2.738653117
2003-07-30,15.2032,1.02868079
2003-07-31,15.1258,-0.382642141
2003-08-01,14.6516,-2.511145119
2003-08-04,14.2258,-8.125213932
2003-08-05,14.5645,-5.346036615
2003-08-06,14.3032,-9.158346671
2003-08-07,14.371,-7.935450393
2003-08-08,14.429,-5.092348979
2003-08-11,14.5161,-4.030861178
2003-08-12,14.4581,-1.320674875
2003-08-13,14.7193,3.469049192
2003-08-14,14.7581,1.329259501
2003-08-15,15.0097,4.939454108
2003-08-18,14.8064,3.029712616
2003-08-19,14.6032,1.207290873
2003-08-20,14.6129,0.666845778
2003-08-21,14.5161,0.401159212
2003-08-22,15.2903,3.879260563
2003-08-25,15.2807,3.54110624
2003-08-26,14.9032,-0.709541163
2003-08-27,14.9806,1.176518262
2003-08-28,15.029,2.915799277
2003-08-29,14.8161,1.390552183
2003-09-01,15.4258,6.266834756
2003-09-02,16.064501,5.063347351
2003-09-03,16.4613,7.726085847
2003-09-04,16.490299,10.64938402
2003-09-05,16.354799,9.17319066
2003-09-08,16.2871,8.371149112
2003-09-09,15.9677,7.772625725
2003-09-10,15.271,-1.003513594
2003-09-11,15.2807,-4.879087125
2003-09-12,15.1645,-7.877871128
2003-09-15,15.1161,-8.333378309
2003-09-16,15.3387,-6.212849207
2003-09-17,15.8129,-2.911506653
2003-09-18,15.8226,-0.908709457
2003-09-19,15.5613,1.900988802
2003-09-22,15.2032,-0.507175718
2003-09-23,15.0968,-0.446437403
2003-09-24,15.4161,1.984638895
2003-09-25,15.4839,0.946625203
2003-09-26,15.329,-3.060159743
2003-09-29,15.0871,-4.648414293
2003-09-30,14.7097,-5.472550494
2003-10-01,15.271,0.445958746
2003-10-02,15.0774,-0.128504054
2003-10-03,15.7935,2.448089984
2003-10-06,15.7839,1.937496367
2003-10-07,15.7161,2.525278883
2003-10-08,15.7839,4.618515155
2003-10-09,16.4032,11.51281127
2003-10-10,16.645201,8.99876236
2003-10-13,16.567699,9.884323557
2003-10-14,16.625799,5.26988318
2003-10-15,17.129,8.521974924
2003-10-16,16.741899,6.52705824
2003-10-17,16.935499,7.296035834
2003-10-20,17.2064,4.89660554
2003-10-21,17.4484,4.825408837
2003-10-22,17.0807,3.096392565
2003-10-23,16.7903,0.989432147
2003-10-24,16.7806,-2.033977465
2003-10-27,17.177401,2.601270023
2003-10-28,17.467699,3.142511478
2003-10-29,17.3613,0.90024642
2003-10-30,17.5161,0.388001192
2003-10-31,17.487101,2.379299443
2003-11-03,18.087099,7.723501069
2003-11-04,18.048401,7.555158934
2003-11-05,18.067699,5.182961031
2003-11-06,18.222601,4.321702589
2003-11-07,18.754801,8.026478432
2003-11-10,18.5807,6.077836961
2003-11-11,18.435499,5.423414664
2003-11-12,18.4548,2.032946245
2003-11-13,18.3871,1.876614998
2003-11-14,18.377399,1.714108698
2003-11-17,17.7097,-2.814642103
2003-11-18,17.9032,-4.540709336
2003-11-19,18.1064,-2.552648716
2003-11-20,17.990299,-2.414906155
2003-11-21,18.3871,-0.366842231
2003-11-24,18.5516,0.894648966
2003-11-25,18.6677,1.57966315
2003-11-26,18.5807,4.918208665
2003-11-27,18.5807,3.784239689
2003-11-28,18.532301,2.352212477
2003-12-01,18.8032,4.518551915
2003-12-02,18.570999,1.000152281
2003-12-03,18.8032,1.356217253
2003-12-04,18.851601,0.985129395
2003-12-05,18.261299,-1.718993364
2003-12-08,18.067699,-2.760934733
2003-12-09,18.1355,-2.141131854
2003-12-10,18.1161,-3.654165248
2003-12-11,18.3484,-1.198637725
2003-12-12,18.241899,-2.985135509
2003-12-15,18.4645,-2.053411803
2003-12-16,18.4452,1.007053222
2003-12-17,18.396799,1.821482636
2003-12-18,18.474199,1.867602217
2003-12-19,18.570999,2.511020584
2003-12-22,18.512899,0.896530488
2003-12-23,18.2516,0.05317977
2003-12-24,18.5807,0.629315714
2003-12-25,18.5807,0.734608462
2003-12-26,18.5807,0.999635861
2003-12-29,18.629,0.837930781
2003-12-30,18.5613,-0.052226593
2003-12-31,18.648399,0.731922105
2004-01-01,18.648399,2.174050494
2004-01-02,18.851601,1.457969829
2004-01-05,19.645201,5.729068334
2004-01-06,19.490299,4.895396837
2004-01-07,19.451599,4.41569059
2004-01-08,19.9161,7.299057717
2004-01-09,19.829,6.330843736
2004-01-12,19.838699,6.382853563
2004-01-13,20.1387,6.827531518
2004-01-14,20.390301,3.792783795
2004-01-15,20.322599,4.270329562
2004-01-16,20.371,4.726608851
2004-01-19,20.4484,2.672712027
2004-01-20,20.525801,3.514050129
2004-01-21,20.5161,3.414543464
2004-01-22,20.371,1.153500474
2004-01-23,20.5161,0.616955091
2004-01-26,20.6807,1.762082694
2004-01-27,20.990299,3.040101124
2004-01-28,20.951599,2.460823341
2004-01-29,20.5161,-0.047262467
2004-01-30,20.467699,-0.235917158
2004-02-02,20.4774,0.522311129
2004-02-03,20.312901,-0.990436779
2004-02-04,19.8871,-3.837394285
2004-02-05,20.2258,-3.64215393
2004-02-06,19.9645,-4.711330147
2004-02-09,20.187099,-1.603623496
2004-02-10,20.3323,-0.661525265
2004-02-11,20.671,0.945432526
2004-02-12,20.854799,2.667752873
2004-02-13,20.564501,3.406233186
2004-02-16,20.7097,2.392488801
2004-02-17,21.8032,9.209847479
2004-02-18,21.5613,6.807322835
2004-02-19,22.258101,9.471633804
2004-02-20,22.0065,6.460742102
2004-02-23,21.6581,3.851876012
2004-02-24,21.5226,4.658994643
2004-02-25,22.3936,8.130972443
2004-02-26,22.771,4.438797975
2004-02-27,22.3064,3.455728551
2004-03-01,22.548401,1.304244239
2004-03-02,22.645201,2.902328857
2004-03-03,22.3452,3.172485121
2004-03-04,22.374201,3.956775668
2004-03-05,22.1516,-1.080665905
2004-03-08,22.354799,-1.827767775
2004-03-09,22.0839,-0.997471578
2004-03-10,22.0452,-2.231648266
2004-03-11,20.9806,-7.350789247
2004-03-12,21.435499,-4.071124895
2004-03-15,20.2742,-9.385814492
2004-03-16,20.322599,-8.256744434
2004-03-17,20.796801,-6.969411803
2004-03-18,20.070999,-9.114789507
2004-03-19,20.2645,-8.077495328
2004-03-22,19.490299,-7.103233463
2004-03-23,19.935499,-6.997737725
2004-03-24,19.9258,-1.718440185
2004-03-25,20.6129,1.428463948
2004-03-26,20.603201,-0.930912403
2004-03-29,20.7871,3.567839349
2004-03-30,20.5355,1.337314022
2004-03-31,20.874201,7.100465724
2004-04-01,21.2806,6.747265268
2004-04-02,21.822599,9.519311646
2004-04-05,21.9387,6.43189459
2004-04-06,21.435499,4.039653838
2004-04-07,21.435499,3.119237412
2004-04-08,21.3484,3.958510871
2004-04-09,21.3484,2.271698926
2004-04-12,21.3484,0.318600039
2004-04-13,21.5807,-1.108479334
2004-04-14,21.067699,-3.970157758
2004-04-15,20.9613,-2.212213488
2004-04-16,20.951599,-2.25747019
2004-04-19,20.874201,-2.221239062
2004-04-20,20.8839,-2.175807086
2004-04-21,20.7097,-2.991793296
2004-04-22,21.338699,-1.121376971
2004-04-23,21.5516,2.296885863
2004-04-26,21.3193,1.707909338
2004-04-27,21.1161,0.785147711
2004-04-28,20.8064,-0.324807642
2004-04-29,20.5452,-1.62182351
2004-04-30,20.312901,-1.916005543
2004-05-03,20.487101,-3.990861861
2004-05-04,20.245199,-6.061735556
2004-05-05,20.5161,-3.767478294
2004-05-06,19.9645,-5.453658583
2004-05-07,19.799999,-4.836978045
2004-05-10,19.171,-6.688666939
2004-05-11,19.374201,-4.621201078
2004-05-12,18.996799,-7.274343012
2004-05-13,19.1807,-5.258031793
2004-05-14,19.0839,-6.980858935
2004-05-17,18.677401,-6.446938316
2004-05-18,18.8323,-4.887368934
2004-05-19,19.528999,1.867398675
2004-05-20,19.3936,0.100128
2004-05-21,19.412901,2.190379548
2004-05-24,19.5194,1.765837535
2004-05-25,19.2194,0.710022584
2004-05-26,19.4226,3.989843126
2004-05-27,20.032301,6.372036342
2004-05-28,20.1968,3.419535226
2004-05-31,20.7097,6.786259385
2004-06-01,20.2645,4.386768366
2004-06-02,20.661301,5.850082482
2004-06-03,20.7484,7.955503294
2004-06-04,21.087099,8.569908251
2004-06-07,21.1548,5.603445156
2004-06-08,21.067699,4.312064287
2004-06-09,20.9226,1.028020686
2004-06-10,20.7097,2.196945397
2004-06-11,20.671,0.046942833
2004-06-14,20.187099,-2.70527366
2004-06-15,20.4484,-3.028861391
2004-06-16,20.6807,-2.241098947
2004-06-17,20.932301,-0.642680532
2004-06-18,21,0.369934903
2004-06-21,21.261299,2.663481364
2004-06-22,21.2129,2.621547095
2004-06-23,21.1742,4.889761525
2004-06-24,21.7064,6.152070578
2004-06-25,21.967699,6.22318877
2004-06-28,22.471001,7.350840216
2004-06-29,22.5387,7.327142857
2004-06-30,22.064501,3.777765413
2004-07-01,21.8806,3.147613009
2004-07-02,21.8323,3.108027694
2004-07-05,21.851601,0.668931744
2004-07-06,21.5516,-1.894140119
2004-07-07,21.629,-3.747056039
2004-07-08,21.5613,-4.336541149
2004-07-09,21.7645,-1.359654587
2004-07-12,21.6581,-1.016882535
2004-07-13,21.474199,-1.640234881
2004-07-14,21.087099,-3.498608637
2004-07-15,20.351601,-5.568027432
2004-07-16,20.3419,-5.950806787
2004-07-19,19.9452,-7.495373656
2004-07-20,20.2742,-6.847389097
2004-07-21,20.4387,-5.630226105
2004-07-22,20.070999,-6.534353156
2004-07-23,19.8871,-5.690678457
2004-07-26,19.6548,-3.423814176
2004-07-27,19.741899,-2.949581897
2004-07-28,20.0807,0.67936145
2004-07-29,20.312901,0.190887927
2004-07-30,20.1,-1.657150406
2004-08-02,19.8097,-1.301873414
2004-08-03,19.858101,-0.145818143
2004-08-04,19.4806,-0.886297495
2004-08-05,19.567699,-0.882387252
2004-08-06,18.929001,-5.735352851
2004-08-09,18.7645,-7.622746746
2004-08-10,19.132299,-4.814432836
2004-08-11,18.9,-4.592194733
2004-08-12,18.7742,-5.458230875
2004-08-13,18.871,-3.129267066
2004-08-16,19.0742,-2.522008336
2004-08-17,19.3936,2.454429581
2004-08-18,19.509701,3.971334168
2004-08-19,19.4613,1.719610382
2004-08-20,19.3936,2.611640212
2004-08-23,19.625799,4.53600686
2004-08-24,19.838699,5.127968841
2004-08-25,19.8097,3.85599396
2004-08-26,20.109699,3.692450087
2004-08-27,20.2355,3.720195404
2004-08-30,20.2064,3.828623987
2004-08-31,19.625799,1.197297046
2004-09-01,19.4613,-0.83817734
2004-09-02,19.5774,-1.317117619
2004-09-03,20.003201,0.976799245
2004-09-06,20.003201,-0.529585251
2004-09-07,20.129,-0.526302785
2004-09-08,20.216101,0.048009542
2004-09-09,20.1194,2.515061935
2004-09-10,20.467699,5.171283522
2004-09-13,21,7.266542033
2004-09-14,20.8258,4.11233682
2004-09-15,20.254801,1.257798689
2004-09-16,20.0613,-0.336330667
2004-09-17,19.8871,-1.627420639
2004-09-20,19.6936,-2.116365299
2004-09-21,19.722601,-3.640360355
2004-09-22,19.829,-5.576190476
2004-09-23,19.664499,-5.576261176
2004-09-24,20.3613,0.525796328
2004-09-27,20.245199,0.916685359
2004-09-28,20.1677,1.410964897
2004-09-29,20.129,2.210870537
2004-09-30,19.9645,1.226506585
2004-10-01,20.7194,4.490392859
2004-10-04,21.0968,7.283689251
2004-10-05,21.0774,3.516966009
2004-10-06,20.9419,3.441314654
2004-10-07,21.1742,4.990653371
2004-10-08,21,4.327090268
2004-10-11,20.951599,4.944271081
2004-10-12,20.632299,-0.420383795
2004-10-13,20.5935,-2.385669865
2004-10-14,20.351601,-3.443493979
2004-10-15,20.4097,-2.54131669
2004-10-18,20.245199,-4.387419596
2004-10-19,20.6129,-1.843333333
2004-10-20,20.487101,-2.217005012
2004-10-21,20.729,0.468687469
2004-10-22,20.2645,-1.597591473
2004-10-25,20.070999,-1.378771135
2004-10-26,20.1194,-1.422362896
2004-10-27,20.2258,-0.095820249
2004-10-28,20.6807,0.328920239
2004-10-29,20.7194,1.133879313
2004-11-01,20.990299,1.260548025
2004-11-02,21.1064,4.154555997
2004-11-03,21.2903,6.074939269
2004-11-04,21.3871,6.300883724
2004-11-05,21.338699,5.502373206
2004-11-08,21.3484,3.228614118
2004-11-09,21.5613,4.063341603
2004-11-10,21.7645,3.688375282
2004-11-11,22.0839,4.631296668
2004-11-12,22.0452,3.545746185
2004-11-15,21.812901,1.990924436
2004-11-16,21.6581,1.496815715
2004-11-17,21.6387,1.359820877
2004-11-18,21.7936,1.077393293
2004-11-19,21.7742,0.044567989
2004-11-22,21.754801,-1.490221383
2004-11-23,21.8419,-0.922196215
2004-11-24,21.851601,0.177417942
2004-11-25,21.890301,1.072120823
2004-11-26,21.7645,0.581365794
2004-11-29,21.754801,-0.17802933
2004-11-30,21.4839,-1.333229235
2004-12-01,21.6,-0.711571666
2004-12-02,22.0161,0.797549664
2004-12-03,22.0935,1.107008132
2004-12-06,21.9484,0.265409781
2004-12-07,21.9774,0.978198442
2004-12-08,21.8419,0.400366797
2004-12-09,22.122601,2.972928565
2004-12-10,22.3936,3.674074074
2004-12-13,22.451599,1.978093304
2004-12-14,22.7129,2.803539503
2004-12-15,22.838699,4.056327568
2004-12-16,23.2258,5.680380755
2004-12-17,22.4226,2.658651491
2004-12-20,22.3064,0.830820029
2004-12-21,22.2097,-0.821216776
2004-12-22,22.6936,1.077878685
2004-12-23,22.9161,0.894645774
2004-12-24,22.8484,0.04247615
2004-12-27,22.9258,-1.291667025
2004-12-28,22.974199,2.460013558
2004-12-29,22.838699,2.386306172
2004-12-30,22.7806,2.570498476
2004-12-31,22.7323,0.170532661
2005-01-03,23.3806,2.026959212
2005-01-04,23.758101,3.981464785
2005-01-05,23.661301,3.208180303
2005-01-06,23.5355,2.443179847
2005-01-07,23.564501,3.177948096
2005-01-10,23.4,2.718980185
2005-01-11,23.2936,2.469173819
2005-01-12,22.7323,-2.772811647
2005-01-13,22.838699,-3.869846332
2005-01-14,22.9258,-3.108455448
2005-01-17,23.1968,-1.439102632
2005-01-18,23.2355,-1.396172149
2005-01-19,23.0903,-1.323504274
2005-01-20,23.041901,-1.080550022
2005-01-21,22.9548,0.978783493
2005-01-24,22.829,-0.042467393
2005-01-25,23.070999,0.63334322
2005-01-26,23.283899,0.375478514
2005-01-27,23.283899,0.208297648
2005-01-28,23.216101,0.544821852
2005-01-31,23.487101,1.932132249
2005-02-01,23.6129,2.866938505
2005-02-02,24.0774,5.46848307
2005-02-03,23.854799,3.397338798
2005-02-04,23.7097,1.828735814
2005-02-07,23.8064,2.244044264
2005-02-08,23.816099,2.584404677
2005-02-09,23.796801,1.318596109
2005-02-10,23.8936,1.188756993
2005-02-11,24.1161,0.16073164
2005-02-14,24.048401,0.811585124
2005-02-15,24.3871,2.857058503
2005-02-16,24.028999,0.935038477
2005-02-17,24,0.772170959
2005-02-18,23.661301,-0.569404266
2005-02-21,23.322599,-2.38976546
2005-02-22,23.0807,-4.293397357
2005-02-23,22.9452,-4.587419347
2005-02-24,23.1387,-5.119099852
2005-02-25,23.322599,-2.93978122
2005-02-28,23.070999,-3.8708375
2005-03-01,23.129,-2.249669196
2005-03-02,23.0807,-1.037187151
2005-03-03,23.2064,0.544610865
2005-03-04,23.1968,1.096525635
2005-03-07,23.5452,1.756797054
2005-03-08,23.3032,-0.083176836
2005-03-09,23.3613,1.258294017
2005-03-10,22.683901,-1.92441956
2005-03-11,22.7129,-1.593539191
2005-03-14,22.5,-3.043987865
2005-03-15,22.5581,-2.75339702
2005-03-16,22.171,-5.836433753
2005-03-17,22.567699,-3.15622318
2005-03-18,22.867701,-2.112891834
2005-03-21,22.741899,0.255679127
2005-03-22,22.722601,0.042711411
2005-03-23,22.645201,0.645337778
2005-03-24,22.7806,0.986341935
2005-03-25,22.7806,2.749537684
2005-03-28,22.7806,0.943388158
2005-03-29,22.877399,0.04240916
2005-03-30,22.8097,0.298132535
2005-03-31,22.867701,0.638571262
2005-04-01,22.9548,1.367172674
2005-04-04,22.5,-1.231749822
2005-04-05,22.4806,-1.316910002
2005-04-06,22.645201,-0.594360991
2005-04-07,23.254801,1.649671801
2005-04-08,23.5161,3.096928061
2005-04-11,23.5065,2.793455276
2005-04-12,23.177401,0.969736177
2005-04-13,23.3613,3.828
2005-04-14,23.4097,4.132896809
2005-04-15,22.858101,0.940155047
2005-04-18,22.229,-4.411136436
2005-04-19,22.3064,-5.144135295
2005-04-20,22.432301,-4.569795588
2005-04-21,22.6548,-2.254786893
2005-04-22,22.9548,-1.740057274
2005-04-25,22.9258,-2.067091847
2005-04-26,22.7806,-0.339052662
2005-04-27,22.2677,0.1740969
2005-04-28,22.471001,0.7379093
2005-04-29,22.625799,0.8625865
2005-05-02,22.935499,1.239026608
2005-05-03,22.3936,-2.444804572
2005-05-04,22.8097,-0.506416352
2005-05-05,23.0613,1.232188792
2005-05-06,23.148399,3.955051487
2005-05-09,23.177401,3.143607176
2005-05-10,22.974199,1.539835124
2005-05-11,22.8484,-0.37975629
2005-05-12,23.2742,3.932373535
2005-05-13,23.312901,2.206083377
2005-05-16,23.5935,2.307762355
2005-05-17,23.622601,2.04853044
2005-05-18,23.912901,3.173349764
2005-05-19,23.9032,4.043670902
2005-05-20,23.9806,4.955270391
2005-05-23,24.028999,3.243071727
2005-05-24,23.835501,2.241677258
2005-05-25,23.9032,1.31264967
2005-05-26,24.0194,1.679743056
2005-05-27,23.854799,-0.242973448
2005-05-30,24.009701,0.445551223
2005-05-31,23.9613,-0.080481723
2005-06-01,24.183901,0.64464608
2005-06-02,24,0.690142825
2005-06-03,24.0194,0.48612738
2005-06-06,23.758101,-1.087866475
2005-06-07,24.0387,0.770918254
2005-06-08,23.9806,-0.121205175
2005-06-09,23.951599,-0.040486117
2005-06-10,24.1742,-0.040113462
2005-06-13,24.329,1.370833333
2005-06-14,24.4065,1.611613945
2005-06-15,24.4839,3.054953761
2005-06-16,24.8323,3.301343251
2005-06-17,24.851601,3.632106786
2005-06-20,24.4839,2.222402772
2005-06-21,24.648399,1.961591283
2005-06-22,24.648399,1.312832422
2005-06-23,24.6194,0.872308606
2005-06-24,24.6194,0.553424904
2005-06-27,24.6,-0.935475167
2005-06-28,24.9,0.19475204
2005-06-29,25.335501,3.478208129
2005-06-30,25.2194,2.316584538
2005-07-01,25.471001,3.337344547
2005-07-04,25.3645,3.026475056
2005-07-05,25.258101,2.594299617
2005-07-06,25.3258,2.950406504
2005-07-07,25.0161,0.46626506
2005-07-08,25.4226,0.343782426
2005-07-11,25.4806,1.035710604
2005-07-12,25.354799,-0.45621293
2005-07-13,25.5581,0.763271502
2005-07-14,25.683901,1.685795777
2005-07-15,25.935499,2.40742247
2005-07-18,25.528999,2.050275622
2005-07-19,25.6742,0.989670608
2005-07-20,25.471001,-0.037671797
2005-07-21,25.703199,1.374098844
2005-07-22,25.471001,-0.340788243
2005-07-25,25.645201,-0.150678045
2005-07-26,25.5194,-1.60436088
2005-07-27,25.4806,-0.189584402
2005-07-28,25.548401,-0.489982161
2005-07-29,25.4032,-0.266188989
2005-08-01,25.567699,-0.527171735
2005-08-02,25.703199,0.911617097
2005-08-03,25.3936,-0.981084141
2005-08-04,25.122601,-1.554891573
2005-08-05,24.871,-2.392408342
2005-08-08,24.8806,-2.613866128
2005-08-09,25.1129,-1.142769415
2005-08-10,25.374201,-0.756806469
2005-08-11,25.0935,-2.372074387
2005-08-12,24.967699,-1.677198192
2005-08-15,25.0355,-0.346703751
2005-08-16,25.277399,1.634027582
2005-08-17,25.2871,1.633803043
2005-08-18,25.2871,0.693667398
2005-08-19,25.3452,-0.114293254
2005-08-22,25.3839,1.157271803
2005-08-23,25.0742,0.426555126
2005-08-24,24.822599,-0.850396437
2005-08-25,24.7936,-1.91395879
2005-08-26,24.4645,-3.253042065
2005-08-29,24.6677,-2.449470283
2005-08-30,24.435499,-3.589243723
2005-08-31,24.648399,-2.897509839
2005-09-01,24.512899,-2.238559954
2005-09-02,24.4258,-1.598539299
2005-09-05,24.812901,0.077846702
2005-09-06,25.1903,2.966747737
2005-09-07,25.0161,1.412373265
2005-09-08,24.890301,1.861234755
2005-09-09,25.064501,1.688150212
2005-09-12,25.2097,2.84258912
2005-09-13,25.0839,2.694282275
2005-09-14,25.432301,2.496282075
2005-09-15,25.5194,1.306455263
2005-09-16,25.6548,2.553155768
2005-09-19,25.3452,1.827615504
2005-09-20,25.645201,2.316822505
2005-09-21,25.171,-0.153512339
2005-09-22,25.0065,-0.308564458
2005-09-23,25.258101,-0.684955718
2005-09-26,25.9452,1.668534527
2005-09-27,25.771,0.452936682
2005-09-28,26.2064,3.397882045
2005-09-29,26.2742,2.452696705
2005-09-30,26.283899,4.421353939
2005-10-03,26.4097,5.611341051
2005-10-04,26.5935,5.28701267
2005-10-05,26.3613,1.603764858
2005-10-06,25.9548,0.713204765
2005-10-07,25.858101,-1.32906084
2005-10-10,25.9839,-1.104886162
2005-10-11,25.974199,-1.178287894
2005-10-12,25.7129,-2.638424518
2005-10-13,25.5581,-3.893432606
2005-10-14,25.567699,-3.01047748
2005-10-17,25.3645,-2.274338465
2005-10-18,25.0548,-3.106573835
2005-10-19,24.3484,-6.294282229
2005-10-20,24.541901,-5.514310566
2005-10-21,24.4452,-4.930210128
2005-10-24,24.8806,-2.650823027
2005-10-25,24.6194,-3.708972794
2005-10-26,24.7742,-2.327268426
2005-10-27,24.367701,-2.742384693
2005-10-28,24.5613,0.874390104
2005-10-31,25.432301,3.628080808
2005-11-01,25.171,2.969090046
2005-11-02,25.258101,1.517250388
2005-11-03,25.838699,4.952594296
2005-11-04,25.838699,4.29680474
2005-11-07,25.722601,5.560229092
2005-11-08,25.645201,4.413044098
2005-11-09,25.3064,-0.495043685
2005-11-10,25.1903,0.076675539
2005-11-11,25.316099,0.22962138
2005-11-14,25.4032,-1.685452507
2005-11-15,24.8806,-3.708000159
2005-11-16,24.2903,-5.568258824
2005-11-17,24.4935,-4.490902606
2005-11-18,23.932301,-5.429847786
2005-11-21,24.067699,-4.456481265
2005-11-22,23.8839,-5.657265758
2005-11-23,24.0387,-5.371370536
2005-11-24,24,-3.539303715
2005-11-25,24.203199,-0.358583467
2005-11-28,24.0968,-1.619613367
2005-11-29,24.164499,0.970228479
2005-11-30,23.854799,-0.884588095
2005-12-01,24.503201,2.592964298
2005-12-02,24.648399,2.53632268
2005-12-05,24.1936,0.806666667
2005-12-06,24.3484,0.599924828
2005-12-07,24.2806,0.762756881
